assembly IDs	species	genus	family	order	class	phylum	superkingdom	gram_stain	metabolism	pathways	carbon_substrates	sporulation	motility	range_tmp	range_salinity	cell_shape	isolation_source	d1_lo	d1_up	d2_lo	d2_up	doubling_h	genome_size	gc_content	coding_genes	optimum_tmp	optimum_ph	growth_tmp	rRNA16S_genes	tRNA_genes	gram_stain.count	metabolism.count	pathways.count	carbon_substrates.count	sporulation.count	motility.count	range_tmp.count	range_salinity.count	cell_shape.count	isolation_source.count	gram_stain.prop	metabolism.prop	pathways.prop	carbon_substrates.prop	sporulation.prop	motility.prop	range_tmp.prop	range_salinity.prop	cell_shape.prop	isolation_source.prop	d1_lo.count	d1_up.count	d2_lo.count	d2_up.count	doubling_h.count	genome_size.count	gc_content.count	coding_genes.count	optimum_tmp.count	optimum_ph.count	growth_tmp.count	rRNA16S_genes.count	tRNA_genes.count	d1_lo.stdev	d1_up.stdev	d2_lo.stdev	d2_up.stdev	doubling_h.stdev	genome_size.stdev	gc_content.stdev	coding_genes.stdev	optimum_tmp.stdev	optimum_ph.stdev	growth_tmp.stdev	rRNA16S_genes.stdev	tRNA_genes.stdev	data_source	ref_id	tid
GCA_001637565.1	Janibacter melonis	Janibacter	Intrasporangiaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	obligate aerobic	nitrate_reduction	acetate, citrate, formic acid, malate	no	no			coccus	food	0.9	1.0	0.9	1.0		3196878.0			30.0	7.0	28.0			2	1.0	2	1	1	1	0	0	1	2.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	66.7	1	1	1.0		0	1	0	0	1	1	1	0	0		0.0												engqvist, faprotax, fierer, gold, pasteur, bergeys	705, 767, 3289, 13521	262209
GCA_003634455.1	Flavobacterium endophyticum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria		aerobic														3745791.0								0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1540163
GCA_003789105.1	Lysobacter enzymogenes	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative					no			vibrio	soil						6141880.2	69.38	5044.667			30.0	2.0	55.0	3	0.0	0	0	0	1	0	0	1	1.0	100.0					100.0			100.0	100.0	0	0	0.0	0.0	0	5	2	3	0	0	1	1	1						73231.215	0.027999999999999997	428.68						engqvist, genbank, gold, kegg, patric, rrndb	705, 8363, 13521, 19173, 19368, 19897	69
GCA_002240035.1	Legionella clemsonensis	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria										host_animal_endotherm_nasopharyngeal						3272100.0	39.4	2858.5				4.0	41.0	0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	3	1	2	0	0	0	1	1						0.0		103.945						genbank, gold, kegg, rrndb	8088, 13521, 19674	1867846
GCA_009858245.1	Ornithinibacter aureus		Intrasporangiaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	obligate aerobic	aerobic_chemo_heterotrophy	glycine, proline, rhamnose	no	no			bacillus	water_marine	0.69		0.94			3695644.0			34.0	7.2	28.0			1	1.0	2	1	1	1	0	0	1	2.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, faprotax, fierer, gold	705, 1450, 4222, 13521	622664
GCA_002951835.1	Simonsiella muelleri	Simonsiella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no	gliding	mesophilic		bacillus	host_animal_endotherm_oral	2.1	3.5				2406700.5	41.4	2286.0			37.0		58.0	3	3.0	0	0	1	1	1	0	2	1.0	75.0	75.0			100.0	100.0	100.0		100.0	50.0	1	1	0.0	0.0	0	2	2	1	0	0	1	0	1	0.0	0.0				89321.021	0.141							bacdive-microa, engqvist, genbank, gold, microbe-directory, pasteur, patric, protraits, bergeys	151, 705, 8759, 13521, 19891, 19897, 19908	72
GCA_007830435.1	Desulfobotulus alkaliphilus	Desulfobotulus	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	negative									sediment_fresh_alkaline						4004434.0					30.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	622671
GCA_013626205.1	Hyphomicrobium methylovorum	Hyphomicrobium	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic								soil											29.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold, bergeys	705, 13521	84
GCA_004363325.1	Paraburkholderia sediminicola	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative			2-ketogluconate, 3-hydroxybenzoate, 4-hydroxbenzoate, alanine, citrate, fucose, histidine, malate, phenylacetate, proline, ribose, sorbitol		yes			bacillus	sediment_fresh	0.4		1.0			7311602.0					28.0			1	0.0	0	1	0	1	0	0	1	1.0	100.0			100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, fierer, gold	705, 2355, 13521	458836
GCA_003250435.1	Hyphomonas jannaschiana	Hyphomonas	Hyphomonadaceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	negative		nitrite_reduction, iron_oxidation_dark, denitrification, nitrate_reduction, nitrous_oxide_reduction							host_animal_ectotherm	0.5	0.8	1.0	3.0		3640843.0					30.0			1	0.0	13	0	0	0	0	0	0	1.0	100.0		100.0							100.0	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0										engqvist, faprotax, gold, bergeys	705, 760, 998, 13521	86
GCA_001303205.1	Nitrospira bacterium SG8_3				Nitrospira	Nitrospirae	Bacteria		anaerobic					mesophilic									5957751.0	50.038967							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704023
GCA_001303305.1	Nitrospira bacterium SG8_35_1				Nitrospira	Nitrospirae	Bacteria		anaerobic					mesophilic									3333117.0	46.07105							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704024
GCA_001303405.1	Nitrospira bacterium SG8_35_4				Nitrospira	Nitrospirae	Bacteria		anaerobic					mesophilic									2692108.0	46.495052							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704025
GCA_001303745.1	Nitrospira bacterium SM23_35				Nitrospira	Nitrospirae	Bacteria		anaerobic					mesophilic									1416608.0	46.895893							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704026
GCA_001303605.1	Planctomycetes bacterium SM23_25					Planctomycetes	Bacteria		anaerobic					mesophilic									3770408.0	66.67678000000001							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704028
GCA_001303885.1	Planctomycetes bacterium SM23_32					Planctomycetes	Bacteria		anaerobic					mesophilic									2299355.0	69.24653							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704029
GCA_007991775.1	Skermanella aerolata	Skermanella	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		arabinose, galactose, glucose, melibiose, ribose, suberic acid, Tween 80, xylose		flagella			bacillus							8525315.0			27.5	6.5	28.0			1	1.0	0	1	0	1	0	0	1	0.0	100.0	100.0		100.0		100.0			100.0		0	0	0.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 5013, 13521	393310
GCA_002846395.1	Pontibacter ramchanderi	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria		obligate aerobic		arabinose, cellobiose, fructose, glucose, lactose, maltose, mannitol, rhamnose, xylitol		gliding			bacillus	soil	1.15		2.95			4430618.0			37.0	7.5				0	1.0	0	1	0	1	0	0	1	2.0		100.0		100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	0	0	0														fierer, gold	4514, 13521	1179743
GCA_001304295.1	Planctomycetes bacterium SM23_65					Planctomycetes	Bacteria		anaerobic					mesophilic									1825793.0	62.33841999999999							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704030
GCA_001302805.1	candidate division KD3-62 bacterium DG_56					candidate division KD3-62	Bacteria		anaerobic					mesophilic									1238975.0	64.88834							0	1.0	0	0	0	0	1	0	0	0.0		100.0					100.0				0	0	0.0	0.0	0	1	1	0	0	0	0	0	0						0.0	0.0							patric	19897	1704032
GCA_003751345.1	Stella humosa	Stella	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no				star	soil	0.7	3.0									29.0			1	2.0	0	0	1	0	0	0	1	1.0	100.0	100.0			100.0				100.0	100.0	1	1	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	94
GCA_004339465.1	Ancylobacter aquaticus	Ancylobacter	Xanthobacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative		hydrogen_oxidation_dark, aerobic_chemo_heterotrophy, thiosulfate_oxidation_dark							water_groundwater_surface											27.0			1	0.0	5	0	0	0	0	0	0	1.0	100.0		100.0							100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, faprotax, gold	705, 774, 1099, 13521	100
GCA_007997115.1	Polaribacter glomeratus	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	negative	aerobic	nitrate_reduction							water_groundwater_surface											15.0			1	1.0	1	0	0	0	0	0	0	1.0	100.0	100.0	100.0							50.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, faprotax, gold, pasteur	705, 999, 13521	102
GCA_000427405.1	Flectobacillus major	Flectobacillus	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	negative				no					host_algae						6220730.0	37.8				27.5			3	0.0	0	0	1	0	0	0	0	1.0	100.0				100.0					100.0	0	0	0.0	0.0	0	2	1	0	0	0	2	0	0						424.264					0.7070000000000001			engqvist, gold, patric, protraits	705, 13521, 19897, 19908	103
GCA_008274645.1	Cyclobacterium marinum	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	negative		aerobic_chemo_heterotrophy		no					host_animal_ectotherm						6221272.25	38.1	4968.667	26.0		23.666999999999998	3.0	39.0	3	0.0	2	0	1	0	0	0	0	2.0	100.0		100.0		100.0					100.0	0	0	0.0	0.0	0	4	1	3	1	0	3	2	2						1.5		29.28			1.528	0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb	705, 1396, 6660, 13521, 14014, 16693, 19891, 19908	104
GCA_000426385.1	Arsenicicoccus bolidensis	Arsenicicoccus	Intrasporangiaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	facultative	aerobic_chemo_heterotrophy, nitrate_reduction	cellobiose, fructose, gelatin, glucose, glycogen, lactose, maltose, mannitol, mannose, ribose, sucrose, xylose	no		mesophilic		coccus	sediment						3997826.5	71.8				31.0			2	3.0	4	1	3	0	1	0	3	2.0	100.0	75.0	100.0	100.0	100.0		100.0		100.0	100.0	0	0	0.0	0.0	0	2	1	0	0	0	1	0	0						3540.4840000000004								engqvist, faprotax, fierer, gold, pasteur, patric	705, 1636, 2085, 13521, 19897	229480
GCA_001856085.1	Planococcus salinarum	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	obligate aerobic		fructose		no				water_hypersaline	0.5	0.8	1.85	5.0					30.0	7.25	28.0			1	1.0	0	2	0	2	0	0	0	2.0	100.0	100.0		100.0		100.0				100.0	2	1	2.0	1.0	0	0	0	0	1	2	1	0	0	0.141		1.485							0.0				engqvist, fierer, gold	705, 4470, 13521	622695
GCA_000024525.1	Spirosoma linguale	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	negative	aerobic			no	no	mesophilic			water_fresh						8491258.5	48.033	6938.0	24.545		26.0		49.0	2	2.0	0	0	3	1	9	0	0	1.0	100.0	100.0			100.0	100.0	100.0			100.0	0	0	0.0	0.0	0	4	10	2	11	0	1	0	1						1.0	2.362	0.0	1.508					engqvist, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits	705, 6573, 13521, 16275, 19891, 19897, 19908	108
GCA_008065095.1	Gemmata obscuriglobus	Gemmata	Gemmataceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative	aerobic			no		mesophilic		coccus	water_fresh	1.4	3.0	1.4	3.0		9107524.0	67.288	7043.0	28.0		30.0		75.0	3	2.0	0	0	1	0	1	0	1	1.0	100.0	100.0			100.0		100.0		100.0	100.0	1	1	1.0	1.0	0	3	2	1	2	0	1	0	1	0.0	0.0	0.0	0.0		94079.804	0.159		0.0					engqvist, genbank, gold, microbe-directory, patric, bergeys	705, 8855, 13521, 19891, 19897	114
GCA_000165715.3	Rubinisphaera brasiliensis	Rubinisphaera	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative	aerobic	nitrate_reduction, aerobic_chemo_heterotrophy		no	yes			coccus	water_hypersaline	0.7	1.8	0.7	1.8		6006601.5	56.4	4727.667	30.5		30.0	2.0	45.0	3	1.0	5	0	2	1	0	0	1	2.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	1	1			0	4	1	3	2	0	1	2	2	0.0	0.0				1.0		19.399	0.7070000000000001			0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys	705, 999, 6474, 13521, 14871, 16537, 19891, 19908	119
GCA_000092105.1	Planctopirus limnophila	Planctopirus	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative	aerobic	nitrate_reduction		no	yes	mesophilic		coccus	water_fresh	1.1	1.5	1.1	1.5		5460086.0	54.817	4269.667	31.0		30.0	2.0	59.0	4	3.0	1	0	2	3	2	0	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0		66.7	50.0	1	1	1.0	1.0	0	5	3	3	1	0	1	2	2						2.2359999999999998	1.916	21.079				0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb	705, 999, 6581, 13521, 14715, 16341, 19897, 19908	120
GCA_001571225.1	Hydrogenophaga palleronii	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	hydrogen_oxidation_dark			yes			bacillus							4838619.0	66.76		30.0		29.5			2	2.0	1	0	0	1	0	0	1	0.0	100.0	100.0	100.0			100.0			100.0		0	0	0.0	0.0	0	2	1	0	1	0	2	0	0						4422.246					0.7070000000000001			engqvist, faprotax, gold, pasteur, patric	705, 1010, 13521, 19897	65655
GCA_001592305.1	Hydrogenophaga taeniospiralis	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	denitrification, nitrate_reduction, nitrite_reduction, nitrous_oxide_reduction, hydrogen_oxidation_dark			yes			bacillus	soil	0.25					5270926.5	66.71		37.0		30.0			2	2.0	13	0	0	1	0	0	1	1.0	100.0	100.0	100.0			100.0			100.0	100.0	1	0	0.0	0.0	0	2	1	0	1	0	1	0	0	0.0					6228.904								engqvist, faprotax, gold, pasteur, patric, bergeys	705, 760, 1010, 13521, 19897	65656
GCA_001571145.1	Hydrogenophaga flava	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrate_reduction, urea_degradation, hydrogen_oxidation_dark			yes			bacillus	sediment_fresh						5149608.5	67.12		30.0		30.0			2	2.0	3	0	0	1	0	0	1	1.0	100.0	100.0	100.0			100.0			100.0	100.0	0	0	0.0	0.0	0	2	1	0	1	0	1	0	0						3261.884								engqvist, faprotax, gold, pasteur, patric	705, 753, 1070, 1010, 13521, 19897	65657
GCA_009720545.1	Gimesia maris	Gimesia	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative	aerobic			no	yes	mesophilic	moderate-halophilic	coccobacillus	host	1.0	1.5			13.0	7777997.0	50.4		30.0		30.0			3	2.0	0	0	1	2	1	1	2	1.0	100.0	100.0			100.0	100.0	100.0	100.0	100.0	100.0	1	1	0.0	0.0	1	1	1	0	1	0	1	0	0	0.0	0.0			0.0									engqvist, gold, microbe-directory, patric, protraits, bergeys	705, 13521, 19891, 19897, 19908	122
GCA_000025185.1	Pirellula staleyi	Pirellula	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative	aerobic			no	yes	mesophilic		coccus	water_fresh	0.9	1.0	1.0	1.5		6196199.2	57.5	4620.667	24.25		26.0	1.0	44.0	3	2.0	0	0	3	2	1	0	2	1.0	100.0	100.0			100.0	100.0	100.0		100.0	100.0	1	1	1.0	1.0	0	5	2	3	2	0	1	2	2						0.447	0.0	86.95	2.475			0.0	0.0	engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb	705, 6215, 13521, 14713, 16269, 19891, 19897, 19908	125
GCA_002967725.1	Blastopirellula marina	Blastopirellula	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative				no					water_marine	0.7	1.5	1.0	2.0		6653746.0			30.0		30.0	2.0		2	0.0	0	0	1	0	0	0	0	1.0	100.0				100.0					100.0	1	1	1.0	1.0	0	1	0	0	1	0	1	1	0	0.0	0.0	0.0	0.0										engqvist, gold, microbe-directory, protraits, rrndb, bergeys	705, 13521, 19891, 19908, 19972	124
GCA_000186345.1	Isosphaera pallida	Isosphaera	Isosphaeraceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	negative	aerobic			no	yes	thermophilic		coccus	host_algae					17.35	5529303.2	63.882	3795.0	45.0		42.8	3.0	47.0	2	3.0	0	0	2	3	2	0	3	1.0	100.0	75.0			100.0	100.0	100.0		100.0	50.0	0	0	0.0	0.0	1	5	3	3	2	0	2	2	2						1.7890000000000001	2.7030000000000003	88.199	0.0		3.111	0.0	0.0	corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb	398, 705, 6261, 13521, 14279, 16514, 19891, 19897, 19908	128
GCA_000327395.1	Mycoplasma feriruminatoris	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	negative															1017042.0					37.0			1	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	1179777
GCA_000253115.1	Thiomonas arsenitoxydans	Thiomonas		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative		arsenite_oxidation		no	yes	mesophilic		bacillus	rock_deep						3785534.0	62.06	3596.0			30.0			4	0.0	2	0	1	2	2	0	2	1.0	100.0		100.0		100.0	100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	3	2	1	0	0	1	0	0						0.0	2.22							engqvist, faprotax, gold, kegg, patric, protraits	705, 962, 13521, 17409, 19897, 19908	426114
GCA_009685195.1	Methylocystis parvus	Methylocystis	Methylocystaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	facultative	fermentation, methane_oxidation, hydrocarbon_degradation, methylotrophy, nitrogen_fixation												152.0	4475912.0			30.0		30.0			2	1.0	8	0	0	0	0	0	0	0.0	100.0	100.0	100.0								0	0	0.0	0.0	1	1	0	0	1	0	1	0	0														corkrey, faprotax, gold, microbe-directory	478, 716, 13521, 19891	134
GCA_002995985.1	Borreliella burgdorferi	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	microaerophilic			no	yes	mesophilic		spiral	host_animal_endotherm	0.2	0.3	4.0	30.0	4.0	1184456.845	27.638	1244.4669999999999	33.12		34.0	1.0	32.0	19	278.0	0	0	20	175	244	0	261	4.0	100.0	96.9			100.0	61.6	100.0		100.0	8.9	1	1	1.0	1.0	1	71	278	15	25	0	2	15	10	0.0	0.0	0.0	0.0		253779.143	2.481	196.975	0.6		1.4140000000000001	0.0	0.0	bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys	151, 705, 5711, 9023, 9238, 9795, 9973, 10257, 10718, 10841, 13521, 13738, 15259, 16036, 17159, 17165, 17837, 19891, 19897, 19908, 19960, 20064	139
GCA_001598195.1	Borrelia hermsii	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	aerobic			no	yes	mesophilic		spiral	built_environment_surfaces						1018350.75	29.811	923.0			36.0	1.0	32.0	6	2.0	0	0	2	4	2	0	7	1.0	100.0	66.7			100.0	100.0	100.0		100.0	50.0	0	0	0.0	0.0	0	16	7	4	0	0	1	3	2						188510.63100000002	0.21600000000000003	207.33700000000002				0.0	0.0	engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb	705, 6212, 8828, 13521, 15993, 18766, 19891, 19897, 19908, 19960	140
GCA_000568735.2	Borrelia parkeri	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	microaerophilic				yes	mesophilic	moderate-halophilic	spiral	host_animal_ectotherm						936145.833	28.9	876.0					32.0	3	1.0	0	0	0	1	1	1	2	1.0	100.0	100.0				100.0	100.0	100.0	100.0	100.0	0	0	0.0	0.0	0	6	3	2	0	0	0	0	1						46313.494000000006	0.0	72.125						genbank, gold, kegg, patric	7358, 13521, 18870, 19897	141
GCA_003568645.1	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	aerobic	fermentation		no	no	mesophilic		spiral	host_animal_ectotherm						1041345.0	30.095	934.5				1.0	32.0	4	10.0	2	0	4	8	9	0	11	1.0	100.0	100.0	100.0		100.0	72.7	100.0		100.0	100.0	0	0	0.0	0.0	0	4	10	2	0	0	0	1	1						143200.187	1.695	164.75599999999997						faprotax, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb	999, 6164, 13521, 15966, 19891, 19897, 19908	142
GCA_001936255.1	Borrelia anserina	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	microaerophilic				yes	mesophilic		spiral		0.2	0.3	8.0	20.0		987530.0	28.29	919.5				1.0	32.0	7	6.0	0	0	0	6	6	0	7	0.0	100.0	100.0				100.0	100.0		100.0		1	1	1.0	1.0	0	5	8	2	0	0	0	2	1	0.0	0.0	0.0	0.0		75530.94099999999	1.3230000000000002	3.536				0.0		genbank, gold, kegg, patric, rrndb, bergeys	7357, 13521, 19472, 19897, 19960	143
GCA_900111615.1	Natronincola peptidivorans	Natronincola	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	positive	anaerobic			yes				bacillus							3768981.0					35.0			1	1.0	0	0	1	0	0	0	1	0.0	100.0	100.0			100.0				100.0		0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	426128
GCA_900101495.1	Alkaliphilus peptidifermentans	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	positive		iron_reduction, fumarate_reduction, thiosulfate_reduction													4459788.0					35.0			1	0.0	4	0	0	0	0	0	0	0.0	100.0		100.0								0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, faprotax, gold	705, 852, 13521	426129
GCA_000568755.1	Borrelia coriaceae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative				no				spiral	host_animal_ectotherm						1241874.75	29.3				30.0			3	0.0	0	0	1	0	0	0	2	2.0	100.0				100.0				100.0	100.0	0	0	0.0	0.0	0	4	2	0	0	0	1	0	0						379965.89	0.0							engqvist, gold, patric, protraits	705, 13521, 19897, 19908	144
GCA_000378205.1	Sediminispirochaeta bajacaliforniensis	Sediminispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	anaerobic	fermentation		no	yes			spiral	water	0.2	0.3	15.0	45.0		4576607.0			36.0	7.5	34.0			2	1.0	2	0	1	1	0	0	1	1.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	1	0	0	2	1	1	0	0									0.0					engqvist, faprotax, gold, microbe-directory	705, 999, 13521, 19891	148
GCA_014207565.1	Spirochaeta isovalerica	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	anaerobic	fermentation							sediment_marine	0.4										30.0			1	1.0	2	0	0	0	0	0	0	1.0	100.0	100.0	100.0							100.0	1	0	0.0	0.0	0	0	0	0	0	0	1	0	0	0.0													engqvist, faprotax, gold, bergeys	705, 999, 13521	150
GCA_000184345.2	Spirochaeta thermophila	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	negative	anaerobic	cellulose_degradation, heterotrophic, xylan_degradation		no	yes	thermophilic		spiral	water	0.2	0.25				2516432.625	61.395	2231.4	65.667	7.5	65.0	2.0	46.0	6	4.0	4	0	2	2	2	0	4		100.0	100.0	100.0		100.0	100.0	100.0		100.0		1	1	0.0	0.0	0	8	4	5	3	1	1	3	3	0.0	0.0				46812.276	0.5720000000000001	32.052	1.155			0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys	705, 1030, 6389, 8776, 13521, 14966, 16428, 17100, 19891, 19897, 19908	154
GCA_900089755.1	Marinomonas aquimarina	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic								water_marine						3645669.0					25.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	295068
GCA_900109935.1	Chryseobacterium taichungense	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	negative	obligate aerobic		adonitol, glucose, maltose, rhamnose, trehalose, xylose	no	no			bacillus	soil	2.0					4478932.0			23.5	7.5	29.0			1	1.0	0	1	1	1	0	0	1	1.0	100.0	50.0		100.0	100.0	100.0			100.0	100.0	1	0	0.0	0.0	0	1	0	0	1	1	1	0	0	0.0													engqvist, fierer, gold, pasteur, bergeys	705, 2508, 13521	295069
