assembly ID	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	GC
GCA_001512985.1	-	-	104	0.9905	1.0096	0.9694	1.0017	-	-	-	-	-	1166	30.04165472711284
GCA_900452565.1	-	-	105	1.0	1.0095	1.0	1.0167	-	-	-	-	-	3358	38.238990215220326
GCA_001648625.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2941	41.927977748239805
GCA_900639895.1	-	-	104	0.9905	1.0192	0.9907	1.0322	-	-	-	-	-	2812	42.091175619633326
GCA_004571175.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3048	39.05593264061649
GCA_900186965.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2983	45.376709567004276
GCA_900639755.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3269	39.73743707867604
GCA_001513185.1	-	-	102	0.9714	1.0	0.9711	1.0	-	-	-	-	-	1575	51.99989950214832
GCA_001512835.1	-	-	102	0.9714	1.0098	0.9584	1.0158	-	-	-	-	-	1793	58.32194810517524
GCA_011465395.1	-	-	104	0.9905	1.0096	0.9907	1.0153	-	-	-	-	-	3518	37.570234120859745
GCA_001512605.1	-	-	103	0.981	1.0097	0.9844	1.0154	-	-	-	-	-	2059	52.42557070669663
GCA_900640015.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2920	43.533971413804835
GCA_001513145.1	-	-	104	0.9905	1.0288	0.9849	1.0514	-	-	-	-	-	1794	62.29457723607503
GCA_900452835.1	-	-	104	0.9905	1.0192	0.9907	1.0372	-	-	-	-	-	3503	38.74167096330486
GCA_001513125.1	-	-	99	0.9429	1.0202	0.8904	1.0209	-	-	-	-	-	1768	55.01200255663651
GCA_001513225.1	-	-	92	0.8762	1.0217	0.9102	1.0027	-	-	-	-	-	2801	49.3799161848646
GCA_001512545.1	-	-	104	0.9905	1.0288	0.9849	1.044	-	-	-	-	-	2043	47.45233843144911
GCA_001512905.1	-	-	91	0.8667	1.022	0.8111	1.053	-	-	-	-	-	1789	50.13059702243326
GCA_900167045.1	-	-	105	1.0	1.0095	1.0	1.022	-	-	-	-	-	3218	40.69951412614163
GCA_900450695.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	3704	38.68890072392768
GCA_001512425.1	-	-	96	0.9143	1.0	0.8753	1.0	-	-	-	-	-	2000	47.16484774467462
GCA_001512555.1	-	-	102	0.9714	1.0196	0.9513	1.0266	-	-	-	-	-	1963	46.51412982962888
GCA_001467685.1	-	-	105	1.0	1.0095	1.0	1.0217	-	-	-	-	-	3317	39.56224020246558
GCA_001512945.1	-	-	99	0.9429	1.0101	0.8711	1.0213	-	-	-	-	-	1205	48.6014000989858
GCA_001512625.1	-	-	92	0.8762	1.0	0.8217	1.0	-	-	-	-	-	1360	40.89511419529341
GCA_001512505.1	-	-	104	0.9905	1.0288	0.9790000000000001	1.0494	-	-	-	-	-	2708	37.97854332774038
GCA_001512825.1	-	-	101	0.9619	1.0297	0.9477	1.0682	-	-	-	-	-	2023	57.968876847980006
GCA_001512805.1	-	-	96	0.9143	1.0	0.8287	1.0	-	-	-	-	-	1860	52.08369377194825
GCA_001512745.1	-	-	93	0.8857	1.043	0.8602	1.0616	-	-	-	-	-	1411	46.43058190099642
GCA_001513205.1	-	-	101	0.9619	1.0297	0.9377	1.0858	-	-	-	-	-	1983	53.09082888967207
GCA_001512765.1	-	-	105	1.0	1.0095	1.0	1.0186	-	-	-	-	-	1653	46.27563152057956
GCA_001512685.1	-	-	102	0.9714	1.0	0.9597	1.0	-	-	-	-	-	1282	43.75270679892774
GCA_001512485.1	-	-	103	0.981	1.0097	0.9756	1.0124	-	-	-	-	-	2211	42.0451530438744
GCA_001512665.1	-	-	104	0.9905	1.0	0.9853	1.0	-	-	-	-	-	1633	38.88605575905177
GCA_001512725.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2515	34.51473390955287
GCA_900453875.1	-	-	103	0.981	1.0097	0.9884	1.0153	-	-	-	-	-	2350	54.979305563526644
GCA_902374455.1	-	-	102	0.9714	1.0098	0.9898	1.0153	-	-	-	-	-	2453	46.644117626924505
GCA_001513105.1	-	-	105	1.0	1.0286	1.0	1.0372	-	-	-	-	-	2536	42.46692747975407
GCA_001513065.1	-	-	97	0.9238	1.0	0.8951	1.0	-	-	-	-	-	1854	42.476752241803524
GCA_001513075.1	-	-	98	0.9333	1.0306	0.8946	1.0371	-	-	-	-	-	2246	43.08297537209632
GCA_001512865.1	-	-	94	0.8952	1.0	0.8648	1.0	-	-	-	-	-	1731	49.633791256096714
GCA_003148585.1	-	-	104	0.9905	1.0192	0.9884	1.0322	-	-	-	-	-	2671	42.62152382929108
GCA_003148775.1	-	-	104	0.9905	1.0096	0.9814	1.0154	-	-	-	-	-	3919	62.676496742387
GCA_014054985.1	-	-	95	0.9048	1.0	0.978	1.0	-	-	-	-	-	2346	50.82900092434826
GCA_900169325.1	-	-	97	0.9238	1.0	0.9872	1.0	-	-	-	-	-	2017	51.83584851614556
GCA_001513245.1	-	-	97	0.9238	1.0	0.9117	1.0	-	-	-	-	-	2024	48.81587963018582
GCA_001513025.1	-	-	101	0.9619	1.0396	0.9446	1.057	-	-	-	-	-	2579	48.84780207544934
GCA_014191015.1	-	-	103	0.981	1.0194	0.9773	1.0349	-	-	-	-	-	4383	70.43387615316891
GCA_008015255.1	-	-	75	0.7143	1.1067	0.8527	1.0957	-	-	-	-	-	4651	67.86860200646983
GCA_008806755.1	-	-	104	0.9905	1.0096	0.9863	1.0149	-	-	-	-	-	3646	32.09099736469395
GCA_000442315.1	-	-	93	0.8857	1.0323	0.875	1.0503	-	-	-	-	-	3219	69.63242557414057
GCA_001458475.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2209	46.47774717123078
GCA_004363695.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	2514	35.76115176038931
GCA_002289405.1	-	-	100	0.9524	1.02	0.9313	1.0282	-	-	-	-	-	3805	68.0095264956312
GCA_002120045.1	-	-	104	0.9905	1.0096	0.9884	1.0008	-	-	-	-	-	4063	56.792185040958174
GCA_001648245.1	-	-	90	0.8571	1.0	0.951	1.0	-	-	-	-	-	2348	53.989936280281036
GCA_003581285.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	3466	60.98811622311441
GCA_014212175.1	-	-	105	1.0	1.0476	1.0	1.0759	-	-	-	-	-	6307	60.10726942277506
GCA_900156495.1	-	-	105	1.0	1.0286	1.0	1.0353	-	-	-	-	-	4138	66.43925862269697
GCA_006715935.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	1804	44.08560235776733
GCA_000016725.1	-	-	105	1.0	1.019	1.0	1.0233	-	-	-	-	-	3634	61.337442440876835
GCA_014212135.1	-	-	105	1.0	1.0381	1.0	1.054	-	-	-	-	-	6027	56.78548818068944
GCA_000153225.1	-	-	102	0.9714	1.0196	0.9768	1.034	-	-	-	-	-	2421	34.884410464295655
GCA_009626835.1	-	-	104	0.9905	1.0192	0.9884	1.0266	-	-	-	-	-	4499	68.10024242401391
GCA_900156265.1	-	-	104	0.9905	1.0	0.9884	1.0	-	-	-	-	-	3626	61.86225398851267
GCA_004006815.1	-	-	103	0.981	1.0194	0.9802	1.0268	-	-	-	-	-	4881	68.27769697413072
GCA_000931715.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3392	38.79807162671686
GCA_008932675.1	-	-	104	0.9905	1.0096	0.9814	1.0123	-	-	-	-	-	4774	56.239945413734205
GCA_000019845.1	-	-	104	0.9905	1.0	0.9814	1.0	-	-	-	-	-	4013	55.85801308184008
GCA_002155305.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2798	51.11046620591534
GCA_900451195.1	-	-	105	1.0	1.0286	1.0	1.0527	-	-	-	-	-	4533	48.15654857893479
GCA_001050195.2	-	-	102	0.9714	1.0294	0.9527	1.0151	-	-	-	-	-	3664	56.14251074485503
GCA_900460965.1	-	-	103	0.981	1.0097	0.9777	1.0008	-	-	-	-	-	4548	64.22900238153115
GCA_900258455.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	1948	41.820902921977435
GCA_001050275.1	-	-	103	0.981	1.0388	0.9713	1.0657	-	-	-	-	-	3288	46.80621640552088
GCA_900100845.1	-	-	104	0.9905	1.0288	0.9824	1.0297	-	-	-	-	-	2934	36.59139774431913
GCA_001866005.1	-	-	100	0.9524	1.02	0.907	1.0329	-	-	-	-	-	3716	35.11430070543985
GCA_001306035.1	-	-	100	0.9524	1.04	0.9419	1.088	-	-	-	-	-	3643	58.678980224215785
GCA_003350185.1	-	-	103	0.981	1.0291	0.9928	1.0285	-	-	-	-	-	4334	51.90124719731444
GCA_900637945.1	-	-	104	0.9905	1.0192	1.0	1.0151	-	-	-	-	-	4765	54.9978836282607
GCA_014353705.1	-	-	105	1.0	1.0286	1.0	1.0283	-	-	-	-	-	4710	56.758645346298394
GCA_000010985.1	-	-	104	0.9905	1.0096	0.9784	1.0155	-	-	-	-	-	2463	27.790935346787034
GCA_013336945.1	-	-	105	1.0	1.0286	1.0	1.0283	-	-	-	-	-	5559	52.0676989407528
GCA_000784725.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4203	55.26395502917368
GCA_012367125.1	-	-	104	0.9905	1.0192	0.9899	1.0153	-	-	-	-	-	3398	54.7396209516477
GCA_004377485.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2847	43.53645853760223
GCA_000310225.1	-	-	100	0.9524	1.03	0.935	1.0188	-	-	-	-	-	4507	71.11697672542618
GCA_902159675.1	-	-	105	1.0	1.0381	1.0	1.0492	-	-	-	-	-	3905	53.81542216405595
GCA_003253795.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	3977	48.888386550124075
GCA_013838265.1	-	-	105	1.0	1.0286	1.0	1.0272	-	-	-	-	-	4114	50.09018273444819
GCA_002959555.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4604	55.303056514315465
GCA_003594975.1	-	-	104	0.9905	1.0288	0.9918	1.0412	-	-	-	-	-	4411	52.6041681394757
GCA_001262785.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4992	52.210001207537104
GCA_014283925.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3447	50.29512014011279
GCA_000378105.1	-	-	100	0.9524	1.0	0.9493	1.0	-	-	-	-	-	2651	51.23138586357986
GCA_902387915.1	-	-	66	0.6286	1.0152	0.9008	1.0168	-	-	-	-	-	3250	38.26902766631385
GCA_902164285.1	-	-	104	0.9905	1.0288	1.0	1.0272	-	-	-	-	-	5466	54.514290342991025
GCA_001904165.4	-	-	103	0.981	1.0194	0.9918	1.0153	-	-	-	-	-	5224	54.90249594827884
GCA_008705195.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3609	38.728887333308606
GCA_001266615.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4398	53.290453262622194
GCA_902706335.1	-	-	101	0.9619	1.0396	0.9989	1.0404	-	-	-	-	-	5200	61.11333553899737
GCA_004345285.1	-	-	103	0.981	1.0485	0.9918	1.0755	-	-	-	-	-	5918	52.81325707336456
GCA_001439635.1	-	-	105	1.0	1.0286	1.0	1.0801	-	-	-	-	-	4707	37.59255438559221
GCA_009906955.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4295	42.35181545630337
GCA_003075015.1	-	-	103	0.981	1.0194	0.9838	1.0154	-	-	-	-	-	4970	55.45304770517548
GCA_002984195.1	-	-	104	0.9905	1.0192	0.9918	1.0271	-	-	-	-	-	4085	40.14481473358679
GCA_001540505.1	-	-	102	0.9714	1.0196	0.9999	1.0151	-	-	-	-	-	4683	60.216980696356586
GCA_003663885.1	-	-	104	0.9905	1.0385	0.9814	1.0458	-	-	-	-	-	3906	56.754803889022035
GCA_900635445.1	-	-	102	0.9714	1.0588	0.9903	1.0575	-	-	-	-	-	5591	56.05268109053749
GCA_002950135.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	5531	48.17072745906737
GCA_902504765.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4416	49.30179995610216
GCA_002950055.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	5320	49.65617182926069
GCA_014295015.1	-	-	105	1.0	1.0381	1.0	1.0427	-	-	-	-	-	3812	43.84052734068942
GCA_009729995.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	5156	48.14585346506876
GCA_902374205.1	-	-	105	1.0	1.0286	1.0	1.0283	-	-	-	-	-	3331	50.04128183806135
GCA_001218485.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4407	46.70924291374923
GCA_902168505.1	-	-	105	1.0	1.0286	1.0	1.0253	-	-	-	-	-	3893	47.71320970865303
GCA_900637075.1	-	-	105	1.0	1.019	1.0	1.0123	-	-	-	-	-	2004	37.12719630845324
GCA_001218045.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4350	47.908846795229415
GCA_009669975.1	-	-	105	1.0	1.0286	1.0	1.0361	-	-	-	-	-	4051	48.65245694132593
GCA_003798445.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4373	46.117897192333785
GCA_004768525.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	5553	40.1436701677065
GCA_000819865.1	-	-	104	0.9905	1.0288	1.0	1.0272	-	-	-	-	-	4063	60.031566296291565
GCA_003350165.1	-	-	104	0.9905	1.0288	1.0	1.0272	-	-	-	-	-	4003	60.99753413657638
GCA_014109865.1	-	-	104	0.9905	1.0288	1.0	1.0272	-	-	-	-	-	4185	60.804858341245534
GCA_002317045.1	-	-	105	1.0	1.0286	1.0	1.0272	-	-	-	-	-	4238	58.28547863830188
GCA_000708065.1	-	-	104	0.9905	1.0385	1.0	1.044	-	-	-	-	-	4362	60.21704456069774
GCA_014217505.1	-	-	105	1.0	1.0381	1.0	1.0465	-	-	-	-	-	4619	58.865379500904396
GCA_000820145.1	-	-	105	1.0	1.0286	1.0	1.0272	-	-	-	-	-	4223	55.96322679472891
GCA_004919485.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4168	61.41425554845838
GCA_000423205.1	-	-	103	0.981	1.0097	0.9624	1.0229	-	-	-	-	-	2738	56.59230381387238
GCA_003036425.1	-	-	105	1.0	1.0571	1.0	1.0854	-	-	-	-	-	5019	54.30051040500433
GCA_000820245.1	-	-	105	1.0	1.0286	1.0	1.0272	-	-	-	-	-	4311	55.81268378727397
GCA_001402445.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3362	45.64946412748882
GCA_012931745.1	-	-	104	0.9905	1.0962	0.9918	1.1127	-	-	-	-	-	8501	66.13247746766397
GCA_003026575.1	-	-	105	1.0	1.0286	1.0	1.054	-	-	-	-	-	3998	39.920897528149744
GCA_009727645.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3853	39.86451448917034
GCA_004349375.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4472	46.98316324110528
GCA_001185565.1	-	-	96	0.9143	1.0	0.8944	1.0	-	-	-	-	-	4953	43.893394086302514
GCA_006372305.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4313	42.921028689372974
GCA_000467125.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4373	48.84371990889615
GCA_004214475.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4307	43.98703687841052
GCA_009764155.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	3815	49.14765475627
GCA_008083535.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3837	43.438039313134375
GCA_900163915.1	-	-	58	0.5524	1.0	0.7784	1.0	-	-	-	-	-	3511	45.47703977905702
GCA_009665395.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3374	43.405938467070186
GCA_002871995.1	-	-	102	0.9714	1.0294	0.9517	1.0390000000000001	-	-	-	-	-	1843	54.71797019162436
GCA_003130185.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2098	43.518689182646476
GCA_000733755.1	-	-	105	1.0	1.0952	1.0	1.1079	-	-	-	-	-	3931	36.43815625692158
GCA_009763465.1	-	-	105	1.0	1.019	1.0	1.0341	-	-	-	-	-	4458	50.20595788099267
GCA_000817525.1	-	-	104	0.9905	1.0673	0.997	1.1019	-	-	-	-	-	2360	40.071509042732416
GCA_002892965.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4423	43.1774004003113
GCA_000964425.1	-	-	104	0.9905	1.0192	0.9907	1.0257	-	-	-	-	-	3512	59.473481661980294
GCA_001885765.1	-	-	104	0.9905	1.0096	0.9824	1.0149	-	-	-	-	-	2308	37.45519883224549
GCA_003691485.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	5059	45.58430173727853
GCA_900101165.1	-	-	105	1.0	1.0286	1.0	1.0518	-	-	-	-	-	2209	41.00400635137867
GCA_001570585.1	-	-	103	0.981	1.0777	0.9916	1.0922	-	-	-	-	-	7732	69.02616032775876
GCA_000374285.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2497	40.24917692388503
GCA_007988865.1	-	-	104	0.9905	1.0096	0.9824	1.0149	-	-	-	-	-	1838	39.60749695693202
GCA_001274805.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3732	44.55980726849428
GCA_001691055.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4140	39.834293578621526
GCA_002081645.1	-	-	105	1.0	1.019	1.0	1.032	-	-	-	-	-	2247	38.82385915512522
GCA_900112315.1	-	-	103	0.981	1.0194	0.9861	1.0349	-	-	-	-	-	3948	48.56643714909993
GCA_000808095.1	-	-	99	0.9429	1.0202	0.9112	1.0185	-	-	-	-	-	904	27.299024179876834
GCA_013369295.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4267	44.59525412359246
GCA_900168055.1	-	-	104	0.9905	1.0288	0.9863	1.0569	-	-	-	-	-	4166	47.951842749517645
GCA_007830355.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	3059	34.41235190959515
GCA_003046625.1	-	-	103	0.981	1.0097	0.977	1.0197	-	-	-	-	-	3626	45.82725792498052
GCA_900636745.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2227	40.22147715876608
GCA_013114225.1	-	-	105	1.0	1.0286	1.0	1.0373	-	-	-	-	-	5422	42.97752051118965
GCA_900250115.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	6264	64.96938864664439
GCA_900444935.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2165	40.119090247456484
GCA_900109325.1	-	-	105	1.0	1.0095	1.0	1.0147	-	-	-	-	-	2402	42.76254250319781
GCA_002263215.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2298	40.767304314375004
GCA_001008225.1	-	-	103	0.981	1.0097	0.98	1.0155	-	-	-	-	-	1713	38.57566089486072
GCA_900445015.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2631	40.181315872290675
GCA_002988615.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1919	40.41106247316463
GCA_003204245.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2405	41.70562620843706
GCA_002015115.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1960	46.089566006159885
GCA_001679325.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2000	39.255882963829485
GCA_001931375.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1908	38.193571948414515
GCA_001281485.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	2737	61.50271188289949
GCA_001262035.1	-	-	104	0.9905	1.0192	0.9907	1.0153	-	-	-	-	-	2169	42.33898974787807
GCA_900450835.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2293	36.95007053624778
GCA_000378765.1	-	-	103	0.981	1.0097	0.9747	1.015	-	-	-	-	-	2774	37.027163681565426
GCA_003130075.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	1813	42.65058852558173
GCA_002015045.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2000	41.61946937418776
GCA_009797135.1	-	-	104	0.9905	1.0096	0.9906	1.0153	-	-	-	-	-	2192	41.05395200287054
GCA_002015035.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1943	40.49105635956748
GCA_900637275.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2064	41.01096270518527
GCA_012271915.1	-	-	105	1.0	1.0286	1.0	1.0272	-	-	-	-	-	2081	41.40924495526316
GCA_900454535.1	-	-	105	1.0	1.0286	1.0	1.0361	-	-	-	-	-	2029	42.931228928570064
GCA_003096995.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1876	41.258341342013544
GCA_900454515.1	-	-	105	1.0	1.0381	1.0	1.0804	-	-	-	-	-	2324	35.80716239550502
GCA_900186835.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	2018	37.53096016855448
GCA_009826815.1	-	-	105	1.0	1.019	1.0	1.0272	-	-	-	-	-	2041	41.28768229574573
GCA_900454485.1	-	-	105	1.0	1.0667	1.0	1.0578	-	-	-	-	-	2293	39.88813349963894
GCA_900454475.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2346	40.03538572001185
GCA_004795385.1	-	-	104	0.9905	1.0096	0.9779	1.0155	-	-	-	-	-	2070	39.286613874842224
GCA_900635775.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	2084	41.54624394075525
GCA_000269605.1	-	-	103	0.981	1.0	0.966	1.0	-	-	-	-	-	1245	52.931390357469645
GCA_008801275.1	-	-	100	0.9524	1.01	0.9534	1.0123	-	-	-	-	-	968	49.52649473126427
GCA_000024505.1	-	-	100	0.9524	1.04	0.9494	1.0539	-	-	-	-	-	1018	49.98491886848425
GCA_002886185.1	-	-	105	1.0	1.0476	1.0	1.0732	-	-	-	-	-	5082	36.80940135446596
GCA_900454705.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2821	46.26617128728492
GCA_900091555.1	-	-	104	0.9905	1.0288	0.9998	1.0787	-	-	-	-	-	5685	71.46630245461554
GCA_001624625.1	-	-	104	0.9905	1.0096	0.9814	1.0196	-	-	-	-	-	1192	38.071893722195775
GCA_001602215.1	-	-	99	0.9429	1.0	0.8966	1.0	-	-	-	-	-	879	28.999999100532573
GCA_900536895.1	-	-	98	0.9333	1.0	0.8884	1.0	-	-	-	-	-	864	28.921370686701337
GCA_000018205.1	-	-	98	0.9333	1.0102	0.8884	1.0019	-	-	-	-	-	1307	32.33473591863922
GCA_001950995.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1427	32.4475248773872
GCA_000257435.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1453	32.49366459539094
GCA_002217475.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	4051	34.984677284688274
GCA_900101985.1	-	-	104	0.9905	1.0	0.9998	1.0	-	-	-	-	-	2963	52.665535304098896
GCA_002954325.1	-	-	102	0.9714	1.0196	0.9527	1.0218	-	-	-	-	-	2951	47.82152733873787
GCA_000819725.1	-	-	105	1.0	1.0286	1.0	1.0272	-	-	-	-	-	3673	57.11806821026545
GCA_000283915.1	-	-	98	0.9333	1.0	0.8746	1.0	-	-	-	-	-	1028	31.013764227614004
GCA_002247185.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2025	43.5077322776756
GCA_000284155.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1477	32.99127164365616
GCA_900327215.1	-	-	84	0.8	1.0	0.6527	1.0	-	-	-	-	-	2197	30.827500326439786
GCA_000426645.1	-	-	105	1.0	1.0286	1.0	1.0011	-	-	-	-	-	5087	68.3085119995806
GCA_900109165.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3103	54.0827536769615
GCA_001686925.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	4998	35.12206034933016
GCA_009936175.1	-	-	103	0.981	1.0	0.9629	1.0	-	-	-	-	-	1318	38.757259944243124
GCA_900103485.1	-	-	105	1.0	1.0286	1.0	1.0639	-	-	-	-	-	4882	44.352748103986634
GCA_007830155.1	-	-	104	0.9905	1.0288	0.9884	1.0411	-	-	-	-	-	4646	52.445504863499366
GCA_004151235.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	4442	34.594172028558035
GCA_000378145.1	-	-	105	1.0	1.0381	1.0	1.0763	-	-	-	-	-	4042	49.027557060932374
GCA_007830445.1	-	-	104	0.9905	1.0192	0.9863	1.0349	-	-	-	-	-	5516	39.42651428672531
GCA_000260965.1	-	-	104	0.9905	1.0096	0.9884	1.0153	-	-	-	-	-	2617	51.197181537238706
GCA_900446685.1	-	-	101	0.9619	1.0198	0.9563	1.0518	-	-	-	-	-	1606	30.26181923418209
GCA_900446335.1	-	-	101	0.9619	1.0099	0.9474	1.0290000000000001	-	-	-	-	-	2124	46.54986173280783
GCA_002952115.1	-	-	105	1.0	1.019	1.0	1.0272	-	-	-	-	-	3216	44.42876449059639
GCA_002754155.1	-	-	101	0.9619	1.0099	0.9574	1.0201	-	-	-	-	-	1882	48.43993932727789
GCA_002127965.1	-	-	104	0.9905	1.0096	0.9918	1.0222	-	-	-	-	-	2244	49.57537271084637
GCA_000236785.2	-	-	102	0.9714	1.0196	0.9686	1.0144	-	-	-	-	-	5610	65.31008487711517
GCA_902798165.1	-	-	71	0.6762	1.0423	0.8126	1.0723	-	-	-	-	-	3005	48.71647710762586
GCA_009725105.1	-	-	105	1.0	1.0476	1.0	1.0828	-	-	-	-	-	4810	49.851929382548995
GCA_900113695.1	-	-	103	0.981	1.0194	0.9699	1.038	-	-	-	-	-	5257	69.25964258515411
GCA_902373895.1	-	-	102	0.9714	1.0294	0.9637	1.0553	-	-	-	-	-	1881	32.47661505735092
GCA_001056335.1	-	-	103	0.981	1.0097	0.9861	1.0195	-	-	-	-	-	4587	42.340152844186086
GCA_003467505.1	-	-	102	0.9714	1.0294	0.9768	1.0644	-	-	-	-	-	3716	45.62866547410546
GCA_900101385.1	-	-	104	0.9905	1.0096	0.9849	1.0279	-	-	-	-	-	3713	44.73738298772683
GCA_000613485.1	-	-	100	0.9524	1.07	0.9561	1.0728	-	-	-	-	-	3330	47.33065708680255
GCA_003458585.1	-	-	102	0.9714	1.0294	0.9768	1.075	-	-	-	-	-	4662	41.606928317397035
GCA_002272675.1	-	-	104	0.9905	1.0096	0.9849	1.0279	-	-	-	-	-	3701	38.94313603053275
GCA_900456835.1	-	-	105	1.0	1.0095	1.0	1.0001	-	-	-	-	-	4210	30.333392792864018
GCA_903181465.1	-	-	103	0.981	1.0388	0.9721	1.0598	-	-	-	-	-	2676	28.33890824962094
GCA_003254015.1	-	-	104	0.9905	1.0096	0.9863	1.0149	-	-	-	-	-	3433	33.86599333614804
GCA_014138265.1	-	-	104	0.9905	1.0096	0.9932	1.0152	-	-	-	-	-	4150	68.30819218759281
GCA_003464145.1	-	-	104	0.9905	1.0385	0.9863	1.0648	-	-	-	-	-	4926	43.62107321224612
