	bayesian:non-Anaerobe:prob	bayesian:non-Anaerobe:label	Davin:non-Anaerobe:prob	Davin:non-Anaerobe:label	microtraits:non-Anaerobe:prob	microtraits:non-Anaerobe:label	Traitar:non-Anaerobe:prob	Traitar:non-Anaerobe:label	bacdivAI:non-Anaerobe:prob	bacdivAI:non-Anaerobe:label	top40:non-Anaerobe:prob	top40:non-Anaerobe:label
Syne2	2.005204978778388e-23	0	2.7703276828106027e-06	0	NA	0	NA	0	3.680000000000007	0	0.0206903424505303	0
Syne3	2.642709019100253e-23	0	6.506863883259939e-07	0	NA	0	NA	0	5.140000000000001	0	0.0247792686995771	0
Syne4	3.653265586959281e-20	0	1.39539070005e-05	0	NA	0	NA	0	6.969999999999999	0	0.0431096211263571	0
Syne5	7.845378096028244e-23	0	4.65908044589014e-07	0	NA	0	NA	0	2.6299999999999955	0	0.0013943492044712	0
Syne6	5.5928775678625275e-25	0	1.1820912249049802e-07	0	NA	0	NA	0	1.1500000000000057	0	0.004830041125421	0
Syne7	1.6561064825635684e-21	0	3.145004484395031e-06	0	NA	0	NA	0	1.519999999999996	0	0.011464097210132	0
Syne8	7.593033444437968e-23	0	8.290788855447317e-07	0	NA	0	NA	0	1.5300000000000011	0	0.0020186687534078	0
Syne9	1.6502352182666657e-20	0	2.5367132820974803e-06	0	NA	0	NA	0	3.569999999999993	0	0.002181413755528	0
TA06A1	1.7719138421375789e-12	0	5.939065886195749e-06	0	NA	0	NA	0	9.36	0	0.0040358087961924	0
TA06X1	1.744187046915084e-13	0	2.27151158469e-05	0	NA	0	NA	1	9.489999999999997	0	0.0060586482880118	0
Therd1	1.9942196810567548e-17	0	6.942830310663339e-08	0	NA	0	NA	0	1.6099999999999994	0	0.0055583674428809	0
Therg2	5.019111531853281e-19	0	4.213319698465057e-06	0	NA	0	NA	0	2.549999999999997	0	0.0042171934568674	0
Therg3	5.686123776250885e-24	0	7.999855711204874e-08	0	NA	0	NA	0	1.4200000000000017	0	0.0038324792824782	0
Therg4	1.5597768723099777e-19	0	1.4237560890251189e-06	0	NA	0	NA	0	1.0100000000000051	0	0.003149684264308	0
Therg5	4.266711120058762e-16	0	8.99277893040562e-06	0	NA	0	NA	0	5.230000000000004	0	0.0275574530810371	0
Therg6	4.022941475622939e-22	0	4.248108780302573e-07	0	NA	0	NA	0	0.9000000000000057	0	0.007428091997718	0
Therg8	3.4128120833853654e-22	0	1.33619948883279e-07	0	NA	0	NA	0	1.4599999999999935	0	0.0058668073405168	0
Thers1	1.9820511970766946e-15	0	2.0049874649430421e-07	0	NA	0	NA	1	2.269999999999996	0	0.0073841292794146	0
UBA1X1	0.9999999375227278	1	0.596980631351471	1	NA	0	NA	1	48.18	1	0.6256346300818317	1
UBA1X2	0.996417063413125	1	0.1140188053250312	0	NA	1	NA	1	39.68	1	0.698436688298791	1
UBA1X3	0.0001054377311503	0	0.0074031786061823	0	NA	0	NA	1	25.91	0	0.1230590669396206	0
UBA1X4	0.9993861598425198	1	0.5538275241851807	1	NA	0	NA	0	43.5	1	0.5562806571440458	1
UBA1X5	0.9999934938084024	1	0.8387129306793213	1	NA	1	NA	1	49.38	1	0.6840459206136236	1
UBA1X6	0.9999936490380776	1	0.360185444355011	0	NA	1	NA	1	43.81	1	0.3625755488048063	0
UBA2X1	6.326164330953986e-05	0	0.0007371787796728	0	NA	0	NA	0	29.56	0	0.0215753784110928	0
UBA6X1	5.740839568002985e-14	0	0.0001289648062083	0	NA	0	NA	0	4.579999999999998	0	0.002881804297863	0
UBA9X1	1.2754074055903227e-20	0	0.0003164381196256	0	NA	0	NA	0	7.799999999999997	0	0.0036791032809624	0
UBA9X2	1.1405302135813757e-17	0	2.37850836128e-05	0	NA	0	NA	0	1.1800000000000068	0	0.0081262688482461	0
UBA9X3	1.4793008180702554e-19	0	0.0001530884183011	0	NA	0	NA	1	7.349999999999994	0	0.0047096180397013	0
UBP13X1	4.063616193643461e-19	0	4.414446721057175e-06	0	NA	0	NA	0	2.799999999999997	0	0.009826197093207	0
UBP14X1	1.7792999929880914e-20	0	8.543282092432491e-06	0	NA	0	NA	0	5.469999999999999	0	0.0030158833556473	0
UBP4X1	2.8031014908234184e-08	0	7.038710919005098e-06	0	NA	0	NA	1	13.03	0	0.0591391707335285	0
UBP6X1	2.993971655736505e-18	0	2.4672920062585035e-06	0	NA	0	NA	0	3.75	0	0.0033998892347783	0
Verr10	0.9999999998542408	1	0.9148714542388916	1	NA	0	NA	0	58.98	1	0.8446333141970327	1
Verr11	0.9999795920328676	1	0.994524359703064	1	NA	0	NA	1	57.08	1	0.8209140948004796	1
Verr12	0.9959519514168216	1	0.556728184223175	1	NA	1	NA	1	45.25	1	0.4327801788749653	0
Verr13	0.9999996459775944	1	0.8991748690605164	1	NA	0	NA	0	46.33	1	0.4612978710571552	0
Verr14	0.9999998494242732	1	0.9178869128227234	1	NA	1	NA	0	58.94	1	0.7657313292280331	1
Verr2	0.9999995152220732	1	0.9962981343269348	1	NA	1	NA	1	87.85	1	0.9558716242769134	1
Verr3	3.931200594147096e-14	0	1.8617449768498773e-06	0	NA	0	NA	1	9.989999999999997	0	0.0096001429637159	0
Verr4	0.9999999247616088	1	0.0186895411461591	0	NA	0	NA	1	50.21	1	0.2502532697257797	0
Verr5	1.016228769351448e-19	0	9.444019042348372e-07	0	NA	0	NA	0	4.180000000000007	0	0.0016758868151028	0
Verr6	1.04112681513859e-10	0	2.265583589178277e-06	0	NA	0	NA	0	8.090000000000003	0	0.0066740031198068	0
Verr7	0.9999999999346892	1	0.985886812210083	1	NA	0	NA	1	66.12	1	0.8592843884967134	1
Verr8	0.0008640547216411	0	0.0007532591698691	0	NA	0	NA	0	19.03	0	0.0407970662632122	0
Verr9	0.9999999999698964	1	0.3084249496459961	0	NA	1	NA	1	58.08	1	0.2695464062752803	0
WOR1	2.5342643086960724e-16	0	3.033407210750738e-06	0	NA	0	NA	0	8.400000000000006	0	0.0018338795841164	0
WOR2	3.0538751526290505e-18	0	1.442330017198401e-06	0	NA	0	NA	0	6.1200000000000045	0	0.0023449408232157	0
WOR3	1.7210846174914637e-19	0	4.217734385747463e-06	0	NA	0	NA	1	6.269999999999996	0	0.0053015877805654	0
WOR4	9.459769856370424e-23	0	4.6201657255551254e-07	0	NA	0	NA	0	2.140000000000001	0	0.0060215883536853	0
WOR6	7.21960835445827e-16	0	1.90163118531e-05	0	NA	0	NA	1	11.239999999999997	0	0.0091037316501371	0
WOR7	3.0187203799354522e-18	0	1.53288692672e-05	0	NA	0	NA	1	7.099999999999994	0	0.0041420827760215	0
Wall1	1.36053809042591e-12	0	1.5693758825818804e-07	0	NA	0	NA	1	4.8700000000000045	0	0.0049745663987904	0
Zixi1	0.9999893624691238	1	0.2432444542646408	0	NA	1	NA	1	33.540000000000006	0	0.0692038071567668	0
Zixi2	0.0011593031639217	0	0.2979575991630554	0	NA	0	NA	1	27.540000000000006	0	0.0075384182431891	0
Zixi3	0.999729301501978	1	0.0011288207024335	0	NA	1	NA	0	27.27	0	0.0269515574507927	0
Zixi4	8.622335302469261e-06	0	0.000126459141029	0	NA	1	NA	0	26.64	0	0.0113389176223551	0
Zixi5	0.5041690754137111	1	0.1564403176307678	0	NA	0	NA	1	31.590000000000003	0	0.1994776370811781	0
