DATASET_COLORSTRIP
#In colored strip datasets, each ID is associated to a color box/strip and can have an optional label. Color can be specified in hexadecimal, RGB or RGBA notation. When using RGB or RGBA notation, you cannot use COMMA as the dataset separator

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
SEPARATOR COMMA
#SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL,LR prediction

#dataset color (can be changed later)
COLOR,#ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#If COLOR_BRANCHES is set to 1, branches of the tree will be colored according to the colors of the strips above the leaves.
#When all children of a node have the same color, it will be colored the same, ie. the color will propagate inwards towards the root.
#COLOR_BRANCHES,0

#each dataset can have a legend, which is defined below
#for each row in the legend, there should be one shape, color and label
#shape should be a number between 1 and 6:
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE Dataset_legend
#LEGEND_SHAPES 1 1 2 2
#LEGEND_COLORS #ff0000 #00ff00 rgba(0,255,0,0.5) #0000ff
#LEGEND_LABELS value1 value2 value3 value4

LEGEND_TITLE,LR prediction
INO12954,#D65DB1,Anaerobe
INO5771,#D65DB1,Anaerobe
INO6999,#D65DB1,Anaerobe
INO2873,#D65DB1,Anaerobe
INO1244,#D65DB1,Anaerobe
INO1664,#D65DB1,Anaerobe
INO3705,#D65DB1,Anaerobe
INO4669,#D65DB1,Anaerobe
INO4668,#D65DB1,Anaerobe
INO5770,#D65DB1,Anaerobe
INO6998,#D65DB1,Anaerobe
INO8356,#D65DB1,Anaerobe
INO9794,#D65DB1,Anaerobe
INO11348,#D65DB1,Anaerobe
INO12953,#D65DB1,Anaerobe
INO14633,#D65DB1,Anaerobe
INO16356,#D65DB1,Anaerobe
INO12952,#D65DB1,Anaerobe
INO14632,#D65DB1,Anaerobe
INO16355,#D65DB1,Anaerobe
INO18098,#D65DB1,Anaerobe
INO19881,#D65DB1,Anaerobe
INO11347,#D65DB1,Anaerobe
INO12951,#D65DB1,Anaerobe
INO8355,#D65DB1,Anaerobe
INO9793,#D65DB1,Anaerobe
INO11346,#D65DB1,Anaerobe
INO12950,#FFC75F,Aerobe
INO9792,#D65DB1,Anaerobe
INO11345,#D65DB1,Anaerobe
INO12949,#D65DB1,Anaerobe
INO14631,#D65DB1,Anaerobe
INO12948,#D65DB1,Anaerobe
INO14630,#D65DB1,Anaerobe
INO11344,#D65DB1,Anaerobe
INO12947,#D65DB1,Anaerobe
INO6997,#D65DB1,Anaerobe
INO5769,#D65DB1,Anaerobe
INO6996,#D65DB1,Anaerobe
INO8354,#D65DB1,Anaerobe
INO9791,#D65DB1,Anaerobe
INO11343,#D65DB1,Anaerobe
INO9790,#D65DB1,Anaerobe
INO11342,#D65DB1,Anaerobe
INO12946,#D65DB1,Anaerobe
INO12945,#D65DB1,Anaerobe
INO6995,#D65DB1,Anaerobe
INO4667,#D65DB1,Anaerobe
INO5768,#D65DB1,Anaerobe
INO6994,#D65DB1,Anaerobe
INO8353,#D65DB1,Anaerobe
INO9789,#D65DB1,Anaerobe
INO11341,#D65DB1,Anaerobe
INO12944,#D65DB1,Anaerobe
INO14629,#D65DB1,Anaerobe
INO16354,#D65DB1,Anaerobe
INO14628,#D65DB1,Anaerobe
INO16353,#D65DB1,Anaerobe
INO16352,#D65DB1,Anaerobe
INO18097,#D65DB1,Anaerobe
INO19880,#D65DB1,Anaerobe
INO12943,#D65DB1,Anaerobe
INO14627,#D65DB1,Anaerobe
INO14626,#D65DB1,Anaerobe
INO16351,#D65DB1,Anaerobe
INO11340,#D65DB1,Anaerobe
INO9788,#D65DB1,Anaerobe
INO11339,#D65DB1,Anaerobe
INO5767,#D65DB1,Anaerobe
INO6993,#D65DB1,Anaerobe
INO8352,#D65DB1,Anaerobe
INO8351,#D65DB1,Anaerobe
INO6992,#D65DB1,Anaerobe
INO4666,#D65DB1,Anaerobe
INO5766,#D65DB1,Anaerobe
INO6991,#D65DB1,Anaerobe
INO8350,#D65DB1,Anaerobe
INO8349,#D65DB1,Anaerobe
INO9787,#D65DB1,Anaerobe
INO6990,#D65DB1,Anaerobe
INO4665,#D65DB1,Anaerobe
INO2870,#D65DB1,Anaerobe
INO2869,#D65DB1,Anaerobe
INO3701,#FFC75F,Aerobe
INO2868,#FFC75F,Aerobe
INO3700,#FFC75F,Aerobe
INO4664,#FFC75F,Aerobe
INO5765,#FFC75F,Aerobe
INO6989,#FFC75F,Aerobe
INO8348,#FFC75F,Aerobe
INO6988,#FFC75F,Aerobe
INO5764,#FFC75F,Aerobe
INO6987,#FFC75F,Aerobe
INO6986,#D65DB1,Anaerobe
INO8347,#D65DB1,Anaerobe
INO2185,#D65DB1,Anaerobe
INO2867,#D65DB1,Anaerobe
INO3699,#D65DB1,Anaerobe
INO3698,#D65DB1,Anaerobe
INO4663,#D65DB1,Anaerobe
INO2866,#D65DB1,Anaerobe
INO3697,#D65DB1,Anaerobe
INO4662,#D65DB1,Anaerobe
INO4661,#D65DB1,Anaerobe
INO5763,#D65DB1,Anaerobe
INO6985,#D65DB1,Anaerobe
INO8346,#D65DB1,Anaerobe
INO6984,#D65DB1,Anaerobe
INO5762,#D65DB1,Anaerobe
INO6983,#D65DB1,Anaerobe
INO5761,#D65DB1,Anaerobe
INO5760,#D65DB1,Anaerobe
INO6982,#D65DB1,Anaerobe
INO8345,#D65DB1,Anaerobe
INO8344,#D65DB1,Anaerobe
INO9786,#D65DB1,Anaerobe
INO6981,#D65DB1,Anaerobe
INO8343,#D65DB1,Anaerobe
INO9785,#D65DB1,Anaerobe
INO11338,#D65DB1,Anaerobe
INO12942,#D65DB1,Anaerobe
INO14625,#D65DB1,Anaerobe
INO16350,#D65DB1,Anaerobe
INO18096,#D65DB1,Anaerobe
INO12941,#D65DB1,Anaerobe
INO14624,#D65DB1,Anaerobe
INO16349,#D65DB1,Anaerobe
INO18095,#D65DB1,Anaerobe
INO11337,#D65DB1,Anaerobe
INO12940,#D65DB1,Anaerobe
INO14623,#D65DB1,Anaerobe
INO16348,#D65DB1,Anaerobe
INO18094,#D65DB1,Anaerobe
INO19879,#D65DB1,Anaerobe
INO19878,#D65DB1,Anaerobe
INO18093,#D65DB1,Anaerobe
INO19877,#D65DB1,Anaerobe
INO14622,#D65DB1,Anaerobe
INO16347,#D65DB1,Anaerobe
INO18092,#D65DB1,Anaerobe
INO19876,#D65DB1,Anaerobe
INO21680,#D65DB1,Anaerobe
INO19875,#D65DB1,Anaerobe
INO8342,#D65DB1,Anaerobe
INO9784,#D65DB1,Anaerobe
INO11336,#D65DB1,Anaerobe
INO9783,#D65DB1,Anaerobe
INO11335,#D65DB1,Anaerobe
INO8341,#D65DB1,Anaerobe
INO9782,#D65DB1,Anaerobe
INO11334,#D65DB1,Anaerobe
INO12939,#D65DB1,Anaerobe
INO11333,#D65DB1,Anaerobe
INO9781,#D65DB1,Anaerobe
INO8340,#D65DB1,Anaerobe
INO9780,#D65DB1,Anaerobe
INO11332,#D65DB1,Anaerobe
INO12938,#D65DB1,Anaerobe
INO14621,#D65DB1,Anaerobe
INO12937,#D65DB1,Anaerobe
INO14620,#D65DB1,Anaerobe
INO16346,#D65DB1,Anaerobe
INO16345,#D65DB1,Anaerobe
INO18091,#D65DB1,Anaerobe
INO19874,#D65DB1,Anaerobe
INO21679,#D65DB1,Anaerobe
INO23526,#D65DB1,Anaerobe
INO25380,#D65DB1,Anaerobe
INO27248,#D65DB1,Anaerobe
INO29096,#D65DB1,Anaerobe
INO23525,#D65DB1,Anaerobe
INO25379,#D65DB1,Anaerobe
INO27247,#D65DB1,Anaerobe
INO29095,#D65DB1,Anaerobe
INO30986,#D65DB1,Anaerobe
INO29094,#D65DB1,Anaerobe
INO19873,#D65DB1,Anaerobe
INO21678,#D65DB1,Anaerobe
INO23524,#D65DB1,Anaerobe
INO25378,#D65DB1,Anaerobe
INO27246,#D65DB1,Anaerobe
INO27245,#D65DB1,Anaerobe
INO25377,#D65DB1,Anaerobe
INO23523,#D65DB1,Anaerobe
INO25376,#D65DB1,Anaerobe
INO21677,#D65DB1,Anaerobe
INO23522,#D65DB1,Anaerobe
INO25375,#D65DB1,Anaerobe
INO14619,#D65DB1,Anaerobe
INO16344,#D65DB1,Anaerobe
INO18090,#D65DB1,Anaerobe
INO19872,#D65DB1,Anaerobe
INO18089,#D65DB1,Anaerobe
INO19871,#D65DB1,Anaerobe
INO21676,#D65DB1,Anaerobe
INO21675,#D65DB1,Anaerobe
INO19870,#D65DB1,Anaerobe
INO21674,#D65DB1,Anaerobe
INO16343,#D65DB1,Anaerobe
INO18088,#D65DB1,Anaerobe
INO19869,#D65DB1,Anaerobe
INO21673,#D65DB1,Anaerobe
INO23521,#D65DB1,Anaerobe
INO23520,#D65DB1,Anaerobe
INO21672,#D65DB1,Anaerobe
INO19868,#D65DB1,Anaerobe
INO21671,#D65DB1,Anaerobe
INO23519,#D65DB1,Anaerobe
INO25374,#D65DB1,Anaerobe
INO23518,#D65DB1,Anaerobe
INO21670,#D65DB1,Anaerobe
INO23517,#D65DB1,Anaerobe
INO25373,#D65DB1,Anaerobe
INO27244,#D65DB1,Anaerobe
INO23516,#D65DB1,Anaerobe
INO25372,#D65DB1,Anaerobe
INO18087,#D65DB1,Anaerobe
INO19867,#D65DB1,Anaerobe
INO21669,#D65DB1,Anaerobe
INO23515,#D65DB1,Anaerobe
INO25371,#D65DB1,Anaerobe
INO23514,#D65DB1,Anaerobe
INO25370,#D65DB1,Anaerobe
INO27243,#D65DB1,Anaerobe
INO29093,#D65DB1,Anaerobe
INO30985,#D65DB1,Anaerobe
INO21668,#D65DB1,Anaerobe
INO23513,#D65DB1,Anaerobe
INO25369,#D65DB1,Anaerobe
INO19866,#D65DB1,Anaerobe
INO21667,#FFC75F,Aerobe
INO11331,#D65DB1,Anaerobe
INO12936,#D65DB1,Anaerobe
INO8339,#D65DB1,Anaerobe
INO9779,#D65DB1,Anaerobe
INO11330,#D65DB1,Anaerobe
INO12935,#D65DB1,Anaerobe
INO12934,#D65DB1,Anaerobe
INO14618,#D65DB1,Anaerobe
INO14617,#D65DB1,Anaerobe
INO16342,#D65DB1,Anaerobe
INO18086,#D65DB1,Anaerobe
INO18085,#D65DB1,Anaerobe
INO19865,#D65DB1,Anaerobe
INO21666,#D65DB1,Anaerobe
INO23512,#D65DB1,Anaerobe
INO25368,#D65DB1,Anaerobe
INO25367,#D65DB1,Anaerobe
INO27242,#D65DB1,Anaerobe
INO29092,#D65DB1,Anaerobe
INO23511,#D65DB1,Anaerobe
INO21665,#D65DB1,Anaerobe
INO23510,#D65DB1,Anaerobe
INO19864,#D65DB1,Anaerobe
INO21664,#D65DB1,Anaerobe
INO23509,#D65DB1,Anaerobe
INO25366,#D65DB1,Anaerobe
INO27241,#D65DB1,Anaerobe
INO29091,#D65DB1,Anaerobe
INO30984,#D65DB1,Anaerobe
INO32854,#D65DB1,Anaerobe
INO34760,#D65DB1,Anaerobe
INO36682,#D65DB1,Anaerobe
INO34759,#D65DB1,Anaerobe
INO36681,#D65DB1,Anaerobe
INO38658,#D65DB1,Anaerobe
INO40645,#D65DB1,Anaerobe
INO36680,#D65DB1,Anaerobe
INO38657,#D65DB1,Anaerobe
INO40644,#D65DB1,Anaerobe
INO42696,#D65DB1,Anaerobe
INO44771,#D65DB1,Anaerobe
INO46887,#D65DB1,Anaerobe
INO49030,#D65DB1,Anaerobe
INO44770,#D65DB1,Anaerobe
INO46886,#D65DB1,Anaerobe
INO49029,#D65DB1,Anaerobe
INO46885,#D65DB1,Anaerobe
INO40643,#D65DB1,Anaerobe
INO42695,#D65DB1,Anaerobe
INO32853,#D65DB1,Anaerobe
INO34758,#D65DB1,Anaerobe
INO34757,#D65DB1,Anaerobe
INO30983,#D65DB1,Anaerobe
INO32852,#D65DB1,Anaerobe
INO27240,#D65DB1,Anaerobe
INO29090,#D65DB1,Anaerobe
INO25365,#D65DB1,Anaerobe
INO27239,#D65DB1,Anaerobe
INO23508,#D65DB1,Anaerobe
INO25364,#D65DB1,Anaerobe
INO21663,#D65DB1,Anaerobe
INO23507,#D65DB1,Anaerobe
INO25363,#D65DB1,Anaerobe
INO27238,#D65DB1,Anaerobe
INO25362,#D65DB1,Anaerobe
INO27237,#D65DB1,Anaerobe
INO29089,#D65DB1,Anaerobe
INO23506,#D65DB1,Anaerobe
INO9778,#D65DB1,Anaerobe
INO11329,#D65DB1,Anaerobe
INO12933,#D65DB1,Anaerobe
INO14616,#D65DB1,Anaerobe
INO12932,#D65DB1,Anaerobe
INO14615,#D65DB1,Anaerobe
INO14614,#D65DB1,Anaerobe
INO8336,#D65DB1,Anaerobe
INO9777,#D65DB1,Anaerobe
INO8335,#D65DB1,Anaerobe
INO3694,#D65DB1,Anaerobe
INO4657,#D65DB1,Anaerobe
INO5757,#D65DB1,Anaerobe
INO6976,#D65DB1,Anaerobe
INO8334,#D65DB1,Anaerobe
INO9776,#D65DB1,Anaerobe
INO9775,#D65DB1,Anaerobe
INO11328,#D65DB1,Anaerobe
INO11327,#D65DB1,Anaerobe
INO8333,#D65DB1,Anaerobe
INO4656,#D65DB1,Anaerobe
INO5756,#D65DB1,Anaerobe
INO6975,#D65DB1,Anaerobe
INO8332,#D65DB1,Anaerobe
INO9774,#D65DB1,Anaerobe
INO11326,#D65DB1,Anaerobe
INO11325,#D65DB1,Anaerobe
INO9773,#D65DB1,Anaerobe
INO11324,#D65DB1,Anaerobe
INO5755,#D65DB1,Anaerobe
INO6974,#D65DB1,Anaerobe
INO8331,#D65DB1,Anaerobe
INO9772,#D65DB1,Anaerobe
INO9771,#D65DB1,Anaerobe
INO11323,#D65DB1,Anaerobe
INO8330,#D65DB1,Anaerobe
INO3691,#D65DB1,Anaerobe
INO4655,#D65DB1,Anaerobe
INO5754,#D65DB1,Anaerobe
INO6973,#D65DB1,Anaerobe
INO6972,#D65DB1,Anaerobe
INO8329,#D65DB1,Anaerobe
INO9770,#D65DB1,Anaerobe
INO11322,#D65DB1,Anaerobe
INO12931,#D65DB1,Anaerobe
INO14613,#D65DB1,Anaerobe
INO14612,#D65DB1,Anaerobe
INO16341,#D65DB1,Anaerobe
INO6971,#D65DB1,Anaerobe
INO8328,#D65DB1,Anaerobe
INO9769,#D65DB1,Anaerobe
INO11321,#D65DB1,Anaerobe
INO11320,#D65DB1,Anaerobe
INO12930,#D65DB1,Anaerobe
INO14611,#D65DB1,Anaerobe
INO16340,#D65DB1,Anaerobe
INO12929,#D65DB1,Anaerobe
INO14610,#D65DB1,Anaerobe
INO16339,#D65DB1,Anaerobe
INO18084,#D65DB1,Anaerobe
INO9768,#D65DB1,Anaerobe
INO11319,#D65DB1,Anaerobe
INO5752,#D65DB1,Anaerobe
INO6970,#D65DB1,Anaerobe
INO6969,#D65DB1,Anaerobe
INO5749,#D65DB1,Anaerobe
INO6968,#D65DB1,Anaerobe
INO8327,#D65DB1,Anaerobe
INO9767,#D65DB1,Anaerobe
INO8326,#D65DB1,Anaerobe
INO9766,#D65DB1,Anaerobe
INO5748,#D65DB1,Anaerobe
INO5747,#D65DB1,Anaerobe
INO5746,#D65DB1,Anaerobe
INO1240,#D65DB1,Anaerobe
INO1658,#D65DB1,Anaerobe
INO2182,#D65DB1,Anaerobe
INO2861,#D65DB1,Anaerobe
INO3688,#D65DB1,Anaerobe
INO4650,#D65DB1,Anaerobe
INO5745,#D65DB1,Anaerobe
INO6967,#D65DB1,Anaerobe
INO5744,#D65DB1,Anaerobe
INO2860,#D65DB1,Anaerobe
INO3687,#D65DB1,Anaerobe
INO4649,#D65DB1,Anaerobe
INO5743,#D65DB1,Anaerobe
INO4648,#D65DB1,Anaerobe
INO5742,#D65DB1,Anaerobe
INO1238,#D65DB1,Anaerobe
INO1657,#D65DB1,Anaerobe
INO2181,#D65DB1,Anaerobe
INO2859,#D65DB1,Anaerobe
INO3686,#D65DB1,Anaerobe
INO2180,#D65DB1,Anaerobe
INO1656,#D65DB1,Anaerobe
INO2179,#D65DB1,Anaerobe
INO640,#D65DB1,Anaerobe
INO1237,#D65DB1,Anaerobe
INO1655,#D65DB1,Anaerobe
INO894,#D65DB1,Anaerobe
INO893,#D65DB1,Anaerobe
INO1236,#D65DB1,Anaerobe
INO1235,#D65DB1,Anaerobe
INO1654,#D65DB1,Anaerobe
INO2178,#D65DB1,Anaerobe
INO2858,#D65DB1,Anaerobe
INO3685,#D65DB1,Anaerobe
INO1234,#D65DB1,Anaerobe
INO1653,#D65DB1,Anaerobe
INO1652,#D65DB1,Anaerobe
INO2177,#D65DB1,Anaerobe
INO2857,#D65DB1,Anaerobe
INO2176,#D65DB1,Anaerobe
INO636,#D65DB1,Anaerobe
INO891,#D65DB1,Anaerobe
INO1233,#D65DB1,Anaerobe
INO1651,#D65DB1,Anaerobe
INO2175,#D65DB1,Anaerobe
INO1650,#D65DB1,Anaerobe
INO2174,#D65DB1,Anaerobe
INO635,#D65DB1,Anaerobe
INO890,#D65DB1,Anaerobe
INO889,#D65DB1,Anaerobe
INO634,#D65DB1,Anaerobe
INO888,#D65DB1,Anaerobe
INO1232,#D65DB1,Anaerobe
INO633,#D65DB1,Anaerobe
INO887,#D65DB1,Anaerobe
INO1231,#D65DB1,Anaerobe
INO886,#D65DB1,Anaerobe
INO632,#D65DB1,Anaerobe
INO885,#D65DB1,Anaerobe
INO1230,#D65DB1,Anaerobe
INO884,#D65DB1,Anaerobe
INO631,#D65DB1,Anaerobe
INO630,#D65DB1,Anaerobe
INO883,#D65DB1,Anaerobe
INO1229,#D65DB1,Anaerobe
INO1649,#D65DB1,Anaerobe
INO2173,#D65DB1,Anaerobe
INO2856,#D65DB1,Anaerobe
INO629,#D65DB1,Anaerobe
INO882,#D65DB1,Anaerobe
INO628,#D65DB1,Anaerobe
INO881,#D65DB1,Anaerobe
INO880,#D65DB1,Anaerobe
INO1228,#D65DB1,Anaerobe
INO627,#D65DB1,Anaerobe
INO879,#D65DB1,Anaerobe
INO1227,#D65DB1,Anaerobe
INO1648,#D65DB1,Anaerobe
INO2172,#D65DB1,Anaerobe
INO2171,#D65DB1,Anaerobe
INO2855,#D65DB1,Anaerobe
INO2853,#D65DB1,Anaerobe
INO3684,#D65DB1,Anaerobe
INO4647,#D65DB1,Anaerobe
INO5741,#D65DB1,Anaerobe
INO6966,#D65DB1,Anaerobe
INO3683,#D65DB1,Anaerobe
INO4646,#D65DB1,Anaerobe
INO5740,#D65DB1,Anaerobe
INO5739,#D65DB1,Anaerobe
INO6965,#D65DB1,Anaerobe
INO8325,#D65DB1,Anaerobe
INO8324,#D65DB1,Anaerobe
INO6964,#D65DB1,Anaerobe
INO8323,#D65DB1,Anaerobe
INO9765,#D65DB1,Anaerobe
INO11318,#D65DB1,Anaerobe
INO12928,#D65DB1,Anaerobe
INO14609,#FFC75F,Aerobe
INO16338,#FFC75F,Aerobe
INO14608,#D65DB1,Anaerobe
INO11317,#D65DB1,Anaerobe
INO9764,#D65DB1,Anaerobe
INO11316,#D65DB1,Anaerobe
INO11315,#D65DB1,Anaerobe
INO8322,#D65DB1,Anaerobe
INO9763,#D65DB1,Anaerobe
INO11314,#D65DB1,Anaerobe
INO12927,#D65DB1,Anaerobe
INO9762,#D65DB1,Anaerobe
INO11313,#D65DB1,Anaerobe
INO12926,#D65DB1,Anaerobe
INO14607,#D65DB1,Anaerobe
INO16337,#FFC75F,Aerobe
INO18083,#FFC75F,Aerobe
INO19863,#FFC75F,Aerobe
INO21662,#FFC75F,Aerobe
INO21661,#FFC75F,Aerobe
INO23505,#D65DB1,Anaerobe
INO23504,#D65DB1,Anaerobe
INO25361,#D65DB1,Anaerobe
INO19862,#D65DB1,Anaerobe
INO18082,#FFC75F,Aerobe
INO19861,#FFC75F,Aerobe
INO21660,#FFC75F,Aerobe
INO23503,#FFC75F,Aerobe
INO23502,#FFC75F,Aerobe
INO25360,#FFC75F,Aerobe
INO27236,#FFC75F,Aerobe
INO16336,#D65DB1,Anaerobe
INO14606,#D65DB1,Anaerobe
INO16335,#D65DB1,Anaerobe
INO12925,#D65DB1,Anaerobe
INO14605,#D65DB1,Anaerobe
INO16334,#D65DB1,Anaerobe
INO18081,#D65DB1,Anaerobe
INO11312,#D65DB1,Anaerobe
INO12924,#D65DB1,Anaerobe
INO14604,#D65DB1,Anaerobe
INO16333,#D65DB1,Anaerobe
INO14603,#D65DB1,Anaerobe
INO12923,#D65DB1,Anaerobe
INO5738,#D65DB1,Anaerobe
INO6963,#D65DB1,Anaerobe
INO8321,#D65DB1,Anaerobe
INO9761,#D65DB1,Anaerobe
INO11311,#D65DB1,Anaerobe
INO12922,#D65DB1,Anaerobe
INO14602,#D65DB1,Anaerobe
INO16332,#D65DB1,Anaerobe
INO18080,#D65DB1,Anaerobe
INO19860,#D65DB1,Anaerobe
INO21659,#D65DB1,Anaerobe
INO23501,#D65DB1,Anaerobe
INO25359,#D65DB1,Anaerobe
INO27235,#D65DB1,Anaerobe
INO21658,#D65DB1,Anaerobe
INO23500,#D65DB1,Anaerobe
INO19859,#D65DB1,Anaerobe
INO18079,#D65DB1,Anaerobe
INO19858,#D65DB1,Anaerobe
INO21657,#D65DB1,Anaerobe
INO23499,#D65DB1,Anaerobe
INO25358,#D65DB1,Anaerobe
INO27234,#D65DB1,Anaerobe
INO29088,#D65DB1,Anaerobe
INO27233,#D65DB1,Anaerobe
INO29087,#D65DB1,Anaerobe
INO30982,#D65DB1,Anaerobe
INO21656,#D65DB1,Anaerobe
INO23498,#D65DB1,Anaerobe
INO19857,#D65DB1,Anaerobe
INO21655,#D65DB1,Anaerobe
INO23497,#D65DB1,Anaerobe
INO21654,#D65DB1,Anaerobe
INO23496,#D65DB1,Anaerobe
INO25357,#D65DB1,Anaerobe
INO27232,#D65DB1,Anaerobe
INO29086,#D65DB1,Anaerobe
INO30981,#D65DB1,Anaerobe
INO30980,#D65DB1,Anaerobe
INO32851,#D65DB1,Anaerobe
INO27231,#D65DB1,Anaerobe
INO23495,#D65DB1,Anaerobe
INO25356,#D65DB1,Anaerobe
INO16331,#D65DB1,Anaerobe
INO18078,#D65DB1,Anaerobe
INO19856,#D65DB1,Anaerobe
INO21653,#D65DB1,Anaerobe
INO18077,#D65DB1,Anaerobe
INO19855,#D65DB1,Anaerobe
INO14601,#D65DB1,Anaerobe
INO16330,#D65DB1,Anaerobe
INO18076,#D65DB1,Anaerobe
INO19854,#D65DB1,Anaerobe
INO21652,#D65DB1,Anaerobe
INO23494,#D65DB1,Anaerobe
INO25355,#D65DB1,Anaerobe
INO21651,#D65DB1,Anaerobe
INO23493,#D65DB1,Anaerobe
INO25354,#D65DB1,Anaerobe
INO23492,#D65DB1,Anaerobe
INO18075,#D65DB1,Anaerobe
INO19853,#D65DB1,Anaerobe
INO21650,#D65DB1,Anaerobe
INO16329,#D65DB1,Anaerobe
INO18074,#D65DB1,Anaerobe
INO19852,#D65DB1,Anaerobe
INO12921,#D65DB1,Anaerobe
INO11310,#D65DB1,Anaerobe
INO12920,#D65DB1,Anaerobe
INO14600,#D65DB1,Anaerobe
INO16328,#D65DB1,Anaerobe
INO14599,#D65DB1,Anaerobe
INO16327,#D65DB1,Anaerobe
INO12919,#D65DB1,Anaerobe
INO14598,#D65DB1,Anaerobe
INO16326,#D65DB1,Anaerobe
INO18073,#D65DB1,Anaerobe
INO19851,#D65DB1,Anaerobe
INO6962,#D65DB1,Anaerobe
INO8320,#D65DB1,Anaerobe
INO9760,#D65DB1,Anaerobe
INO11309,#D65DB1,Anaerobe
INO12918,#D65DB1,Anaerobe
INO11308,#D65DB1,Anaerobe
INO12917,#D65DB1,Anaerobe
INO14597,#D65DB1,Anaerobe
INO16325,#D65DB1,Anaerobe
INO18072,#D65DB1,Anaerobe
INO14596,#D65DB1,Anaerobe
INO12916,#D65DB1,Anaerobe
INO14595,#D65DB1,Anaerobe
INO16324,#D65DB1,Anaerobe
INO16323,#D65DB1,Anaerobe
INO18071,#D65DB1,Anaerobe
INO19850,#D65DB1,Anaerobe
INO21649,#D65DB1,Anaerobe
INO23491,#D65DB1,Anaerobe
INO25353,#D65DB1,Anaerobe
INO27230,#D65DB1,Anaerobe
INO29085,#D65DB1,Anaerobe
INO29084,#D65DB1,Anaerobe
INO27229,#D65DB1,Anaerobe
INO29083,#D65DB1,Anaerobe
INO30979,#D65DB1,Anaerobe
INO29082,#D65DB1,Anaerobe
INO30978,#D65DB1,Anaerobe
INO32850,#D65DB1,Anaerobe
INO32849,#D65DB1,Anaerobe
INO23490,#D65DB1,Anaerobe
INO25352,#D65DB1,Anaerobe
INO27228,#D65DB1,Anaerobe
INO25351,#D65DB1,Anaerobe
INO21648,#D65DB1,Anaerobe
INO23489,#D65DB1,Anaerobe
INO25350,#D65DB1,Anaerobe
INO27227,#D65DB1,Anaerobe
INO18070,#D65DB1,Anaerobe
INO19849,#D65DB1,Anaerobe
INO19848,#D65DB1,Anaerobe
INO14594,#D65DB1,Anaerobe
INO9759,#D65DB1,Anaerobe
INO8319,#D65DB1,Anaerobe
INO9758,#D65DB1,Anaerobe
INO11307,#D65DB1,Anaerobe
INO9757,#D65DB1,Anaerobe
INO3681,#D65DB1,Anaerobe
INO4644,#D65DB1,Anaerobe
INO5737,#D65DB1,Anaerobe
INO3680,#D65DB1,Anaerobe
INO4643,#D65DB1,Anaerobe
INO5736,#D65DB1,Anaerobe
INO6961,#D65DB1,Anaerobe
INO8318,#D65DB1,Anaerobe
INO9756,#D65DB1,Anaerobe
INO11306,#D65DB1,Anaerobe
INO12915,#D65DB1,Anaerobe
INO5735,#D65DB1,Anaerobe
INO3679,#D65DB1,Anaerobe
INO4642,#D65DB1,Anaerobe
INO5734,#D65DB1,Anaerobe
INO6960,#D65DB1,Anaerobe
INO3678,#D65DB1,Anaerobe
INO4641,#D65DB1,Anaerobe
INO5733,#D65DB1,Anaerobe
INO6959,#D65DB1,Anaerobe
INO8317,#D65DB1,Anaerobe
INO9755,#D65DB1,Anaerobe
INO11305,#D65DB1,Anaerobe
INO12914,#D65DB1,Anaerobe
INO14593,#D65DB1,Anaerobe
INO12913,#D65DB1,Anaerobe
INO14592,#D65DB1,Anaerobe
INO11304,#D65DB1,Anaerobe
INO12912,#D65DB1,Anaerobe
INO12911,#D65DB1,Anaerobe
INO8316,#D65DB1,Anaerobe
INO9754,#D65DB1,Anaerobe
INO11303,#D65DB1,Anaerobe
INO12910,#D65DB1,Anaerobe
INO14591,#D65DB1,Anaerobe
INO16322,#D65DB1,Anaerobe
INO18069,#D65DB1,Anaerobe
INO19847,#D65DB1,Anaerobe
INO21647,#D65DB1,Anaerobe
INO23488,#D65DB1,Anaerobe
INO14590,#D65DB1,Anaerobe
INO16321,#D65DB1,Anaerobe
INO4640,#D65DB1,Anaerobe
INO5732,#D65DB1,Anaerobe
INO5731,#D65DB1,Anaerobe
INO3677,#D65DB1,Anaerobe
INO4639,#D65DB1,Anaerobe
INO5730,#D65DB1,Anaerobe
INO2848,#D65DB1,Anaerobe
INO625,#D65DB1,Anaerobe
INO877,#D65DB1,Anaerobe
INO876,#D65DB1,Anaerobe
INO875,#D65DB1,Anaerobe
INO3676,#FFC75F,Aerobe
INO4638,#FFC75F,Aerobe
INO2846,#D65DB1,Anaerobe
INO3675,#D65DB1,Anaerobe
INO4637,#D65DB1,Anaerobe
INO3674,#FFC75F,Aerobe
INO4636,#FFC75F,Aerobe
INO5729,#D65DB1,Anaerobe
INO6958,#D65DB1,Anaerobe
INO3673,#D65DB1,Anaerobe
INO4635,#D65DB1,Anaerobe
