	K04069	K04759	K00275	K06990	K05919	K09141	K18707	K07137	K05601	K17828	K21636	K00254	K03737	K07146	K00526	K01589	K00176	K02275	K01647	K06886	K01061	K01677	K01772	K02257	K02259	K01599	K00228	K00658	K01895	K02274	K00362	K03635	K00632	K04063	K00627	K07586	K00164	K00383	K00457	K00867	gbdt prob	LR	LR prob
GB_GCA_002839355.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0018779183929862459
GB_GCA_016649775.1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048214514	0	0.030048143131563104
GB_GCA_009930325.1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.003816633924557048
GB_GCA_022482625.1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03316238	0	0.004240887293013809
GB_GCA_944392695.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.013497307591625521
GB_GCA_023231265.1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0091678302386048
GB_GCA_944393005.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_017694495.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_944390865.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_944388965.1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.005737139443870597
GB_GCA_944390045.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.013497307591625521
GB_GCA_944390025.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.005170356677785696
GB_GCA_001604265.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.023714774768251852
GB_GCA_024698005.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004145805652781944
GB_GCA_017478205.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004145805652781944
GB_GCA_944389975.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03849115	0	0.025147708051384225
RS_GCF_009695635.1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028757917	0	0.014867423539062154
GB_GCA_900769955.1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24656177	0	0.04150734709231022
GB_GCA_019113245.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04063496	0	0.05864592536109795
GB_GCA_022788185.1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.03516568002748666
GB_GCA_944389025.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_944392965.1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.00860535677466474
GB_GCA_944390015.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_018711525.1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.006106232539114682
GB_GCA_944388955.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944392935.1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.007894067389660538
GB_GCA_017694915.1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03316238	0	0.00644531433041122
GB_GCA_944389295.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.010022826378753418
GB_GCA_944392975.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944389105.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944392705.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_017694595.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944389055.1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048214514	0	0.031968408667428935
GB_GCA_944392735.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0037327530620831105
GB_GCA_944392985.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0037327530620831105
GB_GCA_944389085.1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03316238	0	0.016790950353937312
GB_GCA_944389145.1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04063496	0	0.018257396690919813
GB_GCA_944389275.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_944389155.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944389985.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.03280373242582931
GB_GCA_944389075.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.004067570806767096
GB_GCA_944389115.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944390725.1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0021870878313202356
GB_GCA_944389505.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944389065.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_944389015.1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009767149189036168
GB_GCA_934271365.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.012395952158268215
GB_GCA_934247875.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.023117979229753657
GB_GCA_934276695.1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.025963406825322454
GB_GCA_002406055.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009953912939523565
GB_GCA_016302165.1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036114898	0	0.03175344489030199
GB_GCA_022784805.1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07705304	0	0.03368106851970288
GB_GCA_022785155.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03849115	0	0.01973378930809984
GB_GCA_022771185.1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03849115	0	0.03451456885512828
GB_GCA_017629575.1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16039844	0	0.028590448874433134
GB_GCA_934276485.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.012395952158268215
GB_GCA_002452215.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.005170356677785696
GB_GCA_012519125.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0010175040750135453
GB_GCA_001603115.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0017201248657922547
GB_GCA_009930195.1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0020857891848882963
RS_GCF_000190435.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.044811334	0	0.002009910797689053
GB_GCA_020054965.1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034794006	0	0.020496164469221752
RS_GCF_022869165.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0014606848165761074
GB_GCA_002432715.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0014606848165761074
GB_GCA_003247345.1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.003247090226695005
GB_GCA_012514185.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0010175040750135453
RS_GCF_003429665.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0014606848165761074
RS_GCF_016406725.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0010175040750135453
GB_GCA_012800465.1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02508534	0	0.0014113071020100704
GB_GCA_001604325.1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033355553	0	0.007093508428183347
GB_GCA_018399495.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0010443811085329314
GB_GCA_012519115.1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.001924402962845777
GB_GCA_001603105.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0014606848165761074
GB_GCA_023228445.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0014606848165761074
GB_GCA_004294855.1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02508534	0	0.0013750002656361838
RS_GCF_000236685.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0010175040750135453
GB_GCA_012838275.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.02493883	0	0.0014606848165761074
GB_GCA_022482495.1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034794006	0	0.01597286688522648
GB_GCA_003446545.1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0061809329778389835
RS_GCF_000208385.1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037635136	0	0.02296034980466668
GB_GCA_900315435.1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0035023991415742625
GB_GCA_905215015.1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0035023991415742625
GB_GCA_016342655.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0016758868151028538
GB_GCA_023401595.1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0015316711786714646
GB_GCA_934277975.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37552413	0	0.23650636884651485
GB_GCA_017614375.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.018603457747083135
GB_GCA_012728215.1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.005604548874274222
GB_GCA_001940825.1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034794006	0	0.009151922024109246
GB_GCA_001604275.1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.0037740024192188712
GB_GCA_003456855.1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.02236649417695396
GB_GCA_024405015.1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.010190224573264375
GB_GCA_017475725.1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.01709641627645986
GB_GCA_902796335.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009699976471816673
GB_GCA_017632495.1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034794006	0	0.01667628555967644
GB_GCA_017962865.1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.025849855321525207
GB_GCA_900321635.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009699976471816673
GB_GCA_017470995.1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.014861400952650053
GB_GCA_902781545.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.009699976471816673
GB_GCA_017618315.1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.036530534834008414
GB_GCA_017614625.1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.014723132818423062
GB_GCA_024405065.1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035811223	0	0.016075022614388056
GB_GCA_024699225.1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.03606200830800187
GB_GCA_024684115.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.023714774768251852
GB_GCA_002308475.1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036114898	0	0.041351563010783264
GB_GCA_905236385.1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.023714774768251852
GB_GCA_902773355.1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21717297	0	0.08468509157395214
GB_GCA_902803145.1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.01271956027486031
GB_GCA_020719845.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.033795454	0	0.002578685662580132
GB_GCA_003245635.1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030376757	0	0.011086331530383938
GB_GCA_002307015.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041897427	0	0.003497392232932458
GB_GCA_023398155.1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045555644	0	0.012274706017514408
GB_GCA_003527485.1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.033795454	0	0.004077802908101754
GB_GCA_023406985.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.07285942	0	0.011084356344733088
GB_GCA_020216655.1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.002738120070131533
RS_GCF_000219725.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.001543767978156054
GB_GCA_002293455.1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03055421	0	0.004688916762860069
GB_GCA_012517385.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.001543767978156054
RS_GCF_004343725.1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02493883	0	0.001543767978156054
GB_GCA_009780595.1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06717523	0	0.032572232103427454
GB_GCA_009781915.1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038625527	0	0.014954497500284934
GB_GCA_009786615.1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033626158	0	0.02110334581571577
RS_GCF_016616095.2	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0450692	0	0.003898481760018598
GB_GCA_009777335.1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04526689	0	0.0035874888286062012
GB_GCA_009786675.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08542725	0	0.11760176865933543
GB_GCA_009784775.1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04838113	0	0.05111831297772789
